source,time,region,region_code,lat,lon,temp,temp_feels,hum,pressure,wind_speed,wind_dir,weather_code,processed_at,quality_flag,weather_label
openweathermap,2026-05-14 17:30:38.233649+00:00,Kaolack,KL,14.1652,-16.0726,34.97,36.04,36.0,1008.0,5.14,280,800,2026-05-14T17:30:38.403038+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:30:41.607936+00:00,Kaffrine,KF,14.1059,-15.5503,36.0,35.6,31.0,1006.1,16.8,276,1,2026-05-14T17:30:46.184819+00:00,OK,
openweathermap,2026-05-14 17:30:46.024624+00:00,Kaffrine,KF,14.1059,-15.5503,36.06,34.94,24.0,1008.0,7.71,238,802,2026-05-14T17:30:46.148594+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 17:30:51.921337+00:00,Tambacounda,TC,13.7707,-13.6673,39.0,38.5,26.0,1002.8,17.5,241,0,2026-05-14T17:30:56.388397+00:00,OK,
openweathermap,2026-05-14 17:30:56.265545+00:00,Tambacounda,TC,13.7707,-13.6673,41.12,43.91,27.0,1005.0,4.12,250,800,2026-05-14T17:30:56.482535+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:31:00.057910+00:00,Kédougou,KD,12.5559,-12.1747,35.7,37.3,41.0,994.4,17.2,254,2,2026-05-14T17:31:04.611891+00:00,OK,
openweathermap,2026-05-14 17:31:04.478125+00:00,Kédougou,KD,12.5559,-12.1747,39.31,46.31,42.0,1006.0,5.66,230,801,2026-05-14T17:31:04.664542+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:31:10.382690+00:00,Kolda,KO,12.8989,-14.9413,37.0,37.6,33.0,1004.4,15.2,251,0,2026-05-14T17:31:14.839829+00:00,OK,
openweathermap,2026-05-14 17:31:14.716234+00:00,Kolda,KO,12.8989,-14.9413,40.05,42.79,29.0,1006.0,5.14,220,800,2026-05-14T17:31:14.870766+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:31:18.391181+00:00,Sédhiou,SD,12.708,-15.5569,35.0,35.7,37.0,1005.9,16.8,246,0,2026-05-14T17:31:22.880985+00:00,OK,
openweathermap,2026-05-14 17:31:22.734283+00:00,Sédhiou,SD,12.708,-15.5569,37.53,37.47,26.0,1007.0,5.66,252,802,2026-05-14T17:31:22.916303+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 17:31:29.561840+00:00,Ziguinchor,ZG,12.5681,-16.2719,30.2,30.2,42.0,1007.6,13.9,266,0,2026-05-14T17:31:35.688938+00:00,OK,
openweathermap,2026-05-14 17:31:35.556606+00:00,Ziguinchor,ZG,12.5681,-16.2719,32.03,35.7,55.0,1009.0,4.12,320,801,2026-05-14T17:31:35.731598+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:31:41.444214+00:00,Saint-Louis,SL,16.0179,-16.4896,23.8,22.1,56.0,1008.9,22.1,333,3,2026-05-14T17:31:45.950325+00:00,OK,
openweathermap,2026-05-14 17:31:45.799630+00:00,Saint-Louis,SL,16.0179,-16.4896,21.12,21.3,77.0,1009.0,6.51,305,801,2026-05-14T17:31:45.922499+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:31:49.505862+00:00,Louga,LG,15.6179,-16.2241,28.5,27.5,43.0,1004.3,17.8,300,2,2026-05-14T17:31:53.989353+00:00,OK,
openweathermap,2026-05-14 17:31:53.836230+00:00,Louga,LG,15.6179,-16.2241,26.83,27.2,49.0,1009.0,7.7,291,804,2026-05-14T17:31:54.033848+00:00,OK,couvert
open-meteo,2026-05-14 17:32:00.161378+00:00,Matam,MT,15.6559,-13.2557,40.2,38.8,19.0,1002.8,14.7,292,0,2026-05-14T17:32:04.634435+00:00,OK,
openweathermap,2026-05-14 17:32:04.497396+00:00,Matam,MT,15.6559,-13.2557,41.41,40.04,16.0,1005.0,6.2,228,802,2026-05-14T17:32:04.688852+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 17:33:10.936498+00:00,Dakar,DK,14.6928,-17.4467,22.2,21.5,71.0,1009.5,21.2,354,1,2026-05-14T17:33:16.136399+00:00,OK,
openweathermap,2026-05-14 17:33:16.000468+00:00,Dakar,DK,14.6928,-17.4467,22.92,23.38,81.0,1011.0,7.2,320,801,2026-05-14T17:33:16.175068+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:33:19.694600+00:00,Thiès,TH,14.7886,-16.9255,24.9,23.7,54.0,1001.4,19.3,336,3,2026-05-14T17:33:21.004394+00:00,OK,
openweathermap,2026-05-14 17:33:20.868742+00:00,Thiès,TH,14.7886,-16.9255,25.08,25.0,52.0,1010.0,6.15,328,804,2026-05-14T17:33:21.070850+00:00,OK,couvert
open-meteo,2026-05-14 17:33:27.177424+00:00,Diourbel,DB,14.6554,-16.2322,33.0,32.3,33.0,1007.1,15.3,308,1,2026-05-14T17:33:31.733834+00:00,OK,
openweathermap,2026-05-14 17:33:31.528260+00:00,Diourbel,DB,14.6554,-16.2322,34.09,35.58,40.0,1008.0,3.09,360,800,2026-05-14T17:33:31.653962+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:33:35.039647+00:00,Fatick,FK,14.339,-16.4114,33.8,33.8,34.0,1007.8,12.5,305,1,2026-05-14T17:33:39.575296+00:00,OK,
openweathermap,2026-05-14 17:33:39.413613+00:00,Fatick,FK,14.339,-16.4114,31.87,31.45,36.0,1009.0,6.15,241,802,2026-05-14T17:33:39.604292+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 17:33:45.389102+00:00,Kaolack,KL,14.1652,-16.0726,35.5,35.2,31.0,1007.1,14.6,279,1,2026-05-14T17:33:49.907488+00:00,OK,
openweathermap,2026-05-14 17:33:49.719081+00:00,Kaolack,KL,14.1652,-16.0726,34.97,36.04,36.0,1008.0,5.14,280,800,2026-05-14T17:33:49.858540+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:33:53.365367+00:00,Kaffrine,KF,14.1059,-15.5503,36.0,35.6,31.0,1006.1,16.8,276,1,2026-05-14T17:33:57.980812+00:00,OK,
openweathermap,2026-05-14 17:33:57.769627+00:00,Kaffrine,KF,14.1059,-15.5503,36.06,34.94,24.0,1008.0,7.71,238,802,2026-05-14T17:33:57.928089+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 17:34:03.789300+00:00,Tambacounda,TC,13.7707,-13.6673,39.0,38.5,26.0,1002.8,17.5,241,0,2026-05-14T17:34:08.982397+00:00,OK,
openweathermap,2026-05-14 17:34:08.548732+00:00,Tambacounda,TC,13.7707,-13.6673,41.12,43.91,27.0,1005.0,4.12,250,800,2026-05-14T17:34:08.630624+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:34:11.688896+00:00,Kédougou,KD,12.5559,-12.1747,35.7,37.3,41.0,994.4,17.2,254,2,2026-05-14T17:34:16.083676+00:00,OK,
openweathermap,2026-05-14 17:34:16.008911+00:00,Kédougou,KD,12.5559,-12.1747,39.31,46.31,42.0,1006.0,5.66,230,801,2026-05-14T17:34:16.116368+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:34:22.533643+00:00,Kolda,KO,12.8989,-14.9413,37.0,37.6,33.0,1004.4,15.2,251,0,2026-05-14T17:34:27.233763+00:00,OK,
openweathermap,2026-05-14 17:34:26.869553+00:00,Kolda,KO,12.8989,-14.9413,40.05,42.79,29.0,1006.0,5.14,220,800,2026-05-14T17:34:27.268663+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:34:29.967630+00:00,Sédhiou,SD,12.708,-15.5569,35.0,35.7,37.0,1005.9,16.8,246,0,2026-05-14T17:34:34.459623+00:00,OK,
openweathermap,2026-05-14 17:34:34.338640+00:00,Sédhiou,SD,12.708,-15.5569,37.53,37.47,26.0,1007.0,5.66,252,802,2026-05-14T17:34:34.528636+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 17:34:40.244479+00:00,Ziguinchor,ZG,12.5681,-16.2719,30.2,30.2,42.0,1007.6,13.9,266,0,2026-05-14T17:34:45.101537+00:00,OK,
openweathermap,2026-05-14 17:34:44.918264+00:00,Ziguinchor,ZG,12.5681,-16.2719,32.03,35.7,55.0,1009.0,4.12,320,801,2026-05-14T17:34:45.173196+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:34:48.290420+00:00,Saint-Louis,SL,16.0179,-16.4896,23.8,22.1,56.0,1008.9,22.1,333,3,2026-05-14T17:34:52.788536+00:00,OK,
openweathermap,2026-05-14 17:34:52.612937+00:00,Saint-Louis,SL,16.0179,-16.4896,21.12,21.3,77.0,1009.0,6.51,305,801,2026-05-14T17:34:52.718941+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:34:58.751855+00:00,Louga,LG,15.6179,-16.2241,28.5,27.5,43.0,1004.3,17.8,300,2,2026-05-14T17:35:03.246655+00:00,OK,
openweathermap,2026-05-14 17:35:03.101513+00:00,Louga,LG,15.6179,-16.2241,26.83,27.2,49.0,1009.0,7.7,291,804,2026-05-14T17:35:03.301188+00:00,OK,couvert
open-meteo,2026-05-14 17:35:07.000989+00:00,Matam,MT,15.6559,-13.2557,40.2,38.8,19.0,1002.8,14.7,292,0,2026-05-14T17:35:11.462106+00:00,OK,
openweathermap,2026-05-14 17:35:11.330988+00:00,Matam,MT,15.6559,-13.2557,41.41,40.04,16.0,1005.0,6.2,228,802,2026-05-14T17:35:11.520006+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 17:36:18.293514+00:00,Dakar,DK,14.6928,-17.4467,22.2,21.5,71.0,1009.5,21.2,354,1,2026-05-14T17:36:23.246479+00:00,OK,
openweathermap,2026-05-14 17:36:23.121501+00:00,Dakar,DK,14.6928,-17.4467,22.92,23.38,81.0,1011.0,7.2,320,801,2026-05-14T17:36:23.282734+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:36:26.991535+00:00,Thiès,TH,14.7886,-16.9255,24.9,23.7,54.0,1001.4,19.3,336,3,2026-05-14T17:36:31.864031+00:00,OK,
openweathermap,2026-05-14 17:36:31.727459+00:00,Thiès,TH,14.7886,-16.9255,25.08,25.0,52.0,1010.0,6.15,328,804,2026-05-14T17:36:31.896203+00:00,OK,couvert
open-meteo,2026-05-14 17:36:38.055027+00:00,Diourbel,DB,14.6554,-16.2322,33.0,32.3,33.0,1007.1,15.3,308,1,2026-05-14T17:36:43.037468+00:00,OK,
openweathermap,2026-05-14 17:36:42.941234+00:00,Diourbel,DB,14.6554,-16.2322,34.09,35.58,40.0,1008.0,3.09,360,800,2026-05-14T17:36:43.070984+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:36:46.334202+00:00,Fatick,FK,14.339,-16.4114,33.8,33.8,34.0,1007.8,12.5,305,1,2026-05-14T17:36:50.912720+00:00,OK,
openweathermap,2026-05-14 17:36:50.789749+00:00,Fatick,FK,14.339,-16.4114,31.87,31.45,36.0,1009.0,6.15,241,802,2026-05-14T17:36:50.945884+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 17:36:57.012193+00:00,Kaolack,KL,14.1652,-16.0726,35.5,35.2,31.0,1007.1,14.6,279,1,2026-05-14T17:37:02.140024+00:00,OK,
openweathermap,2026-05-14 17:37:02.011183+00:00,Kaolack,KL,14.1652,-16.0726,34.97,36.04,36.0,1008.0,5.14,280,800,2026-05-14T17:37:02.179502+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:37:05.352720+00:00,Kaffrine,KF,14.1059,-15.5503,36.0,35.6,31.0,1006.1,16.8,276,1,2026-05-14T17:37:10.036739+00:00,OK,
openweathermap,2026-05-14 17:37:09.960587+00:00,Kaffrine,KF,14.1059,-15.5503,36.06,34.94,24.0,1008.0,7.71,238,802,2026-05-14T17:37:10.538436+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 17:37:15.958157+00:00,Tambacounda,TC,13.7707,-13.6673,39.0,38.5,26.0,1002.8,17.5,241,0,2026-05-14T17:37:21.705054+00:00,OK,
openweathermap,2026-05-14 17:37:21.629155+00:00,Tambacounda,TC,13.7707,-13.6673,41.12,43.91,27.0,1005.0,4.12,250,800,2026-05-14T17:37:22.215852+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:37:24.524125+00:00,Kédougou,KD,12.5559,-12.1747,35.7,37.3,41.0,994.4,17.2,254,2,2026-05-14T17:37:30.131522+00:00,OK,
openweathermap,2026-05-14 17:37:30.000152+00:00,Kédougou,KD,12.5559,-12.1747,39.31,46.31,42.0,1006.0,5.66,230,801,2026-05-14T17:37:30.178173+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:37:35.939195+00:00,Kolda,KO,12.8989,-14.9413,37.0,37.6,33.0,1004.4,15.2,251,0,2026-05-14T17:37:40.589256+00:00,OK,
openweathermap,2026-05-14 17:37:40.508333+00:00,Kolda,KO,12.8989,-14.9413,40.05,42.79,29.0,1006.0,5.14,220,800,2026-05-14T17:37:40.619709+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:37:45.050176+00:00,Sédhiou,SD,12.708,-15.5569,35.0,35.7,37.0,1005.9,16.8,246,0,2026-05-14T17:37:49.732989+00:00,OK,
openweathermap,2026-05-14 17:37:49.419524+00:00,Sédhiou,SD,12.708,-15.5569,37.53,37.47,26.0,1007.0,5.66,252,802,2026-05-14T17:37:49.787890+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 17:37:56.917383+00:00,Ziguinchor,ZG,12.5681,-16.2719,30.2,30.2,42.0,1007.6,13.9,266,0,2026-05-14T17:38:01.626759+00:00,OK,
openweathermap,2026-05-14 17:38:01.416304+00:00,Ziguinchor,ZG,12.5681,-16.2719,32.03,35.7,55.0,1009.0,4.12,320,801,2026-05-14T17:38:01.575800+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:38:03.514396+00:00,Saint-Louis,SL,16.0179,-16.4896,23.8,22.1,56.0,1008.9,22.1,333,3,2026-05-14T17:38:09.471413+00:00,OK,
openweathermap,2026-05-14 17:38:09.306538+00:00,Saint-Louis,SL,16.0179,-16.4896,21.12,21.3,77.0,1009.0,6.51,305,801,2026-05-14T17:38:09.509995+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:38:15.787329+00:00,Louga,LG,15.6179,-16.2241,28.5,27.5,43.0,1004.3,17.8,300,2,2026-05-14T17:38:20.977770+00:00,OK,
openweathermap,2026-05-14 17:38:20.851824+00:00,Louga,LG,15.6179,-16.2241,26.83,27.2,49.0,1009.0,7.7,291,804,2026-05-14T17:38:21.016898+00:00,OK,couvert
open-meteo,2026-05-14 17:38:30.404746+00:00,Matam,MT,15.6559,-13.2557,40.2,38.8,19.0,1002.8,14.7,292,0,2026-05-14T17:38:35.042723+00:00,OK,
openweathermap,2026-05-14 17:38:34.883622+00:00,Matam,MT,15.6559,-13.2557,41.41,40.04,16.0,1005.0,6.2,228,802,2026-05-14T17:38:35.079488+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 17:39:40.982878+00:00,Dakar,DK,14.6928,-17.4467,22.2,21.5,71.0,1009.5,21.2,354,1,2026-05-14T17:39:45.867066+00:00,OK,
openweathermap,2026-05-14 17:39:45.689869+00:00,Dakar,DK,14.6928,-17.4467,22.92,23.38,81.0,1011.0,7.2,320,801,2026-05-14T17:39:45.909811+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:39:49.661670+00:00,Thiès,TH,14.7886,-16.9255,24.9,23.7,54.0,1001.4,19.3,336,3,2026-05-14T17:39:54.557856+00:00,OK,
openweathermap,2026-05-14 17:39:54.403624+00:00,Thiès,TH,14.7886,-16.9255,25.08,25.16,58.0,1010.0,5.96,326,803,2026-05-14T17:39:54.630695+00:00,OK,nuageux
open-meteo,2026-05-14 17:40:07.442647+00:00,Diourbel,DB,14.6554,-16.2322,33.0,32.3,33.0,1007.1,15.3,308,1,2026-05-14T17:40:13.585816+00:00,OK,
openweathermap,2026-05-14 17:40:13.462310+00:00,Diourbel,DB,14.6554,-16.2322,34.09,35.58,40.0,1008.0,3.09,360,800,2026-05-14T17:40:13.624160+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:40:20.041582+00:00,Fatick,FK,14.339,-16.4114,33.8,33.8,34.0,1007.8,12.5,305,1,2026-05-14T17:40:24.511689+00:00,OK,
openweathermap,2026-05-14 17:40:24.397320+00:00,Fatick,FK,14.339,-16.4114,29.81,29.7,42.0,1009.0,5.74,245,802,2026-05-14T17:40:24.590969+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 17:40:27.742700+00:00,Kaolack,KL,14.1652,-16.0726,35.5,35.2,31.0,1007.1,14.6,279,1,2026-05-14T17:40:33.310312+00:00,OK,
openweathermap,2026-05-14 17:40:33.105947+00:00,Kaolack,KL,14.1652,-16.0726,34.97,36.04,36.0,1009.0,5.14,280,800,2026-05-14T17:40:33.257934+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:40:41.778728+00:00,Kaffrine,KF,14.1059,-15.5503,36.0,35.6,31.0,1006.1,16.8,276,1,2026-05-14T17:40:49.471969+00:00,OK,
openweathermap,2026-05-14 17:40:49.331364+00:00,Kaffrine,KF,14.1059,-15.5503,33.93,32.72,27.0,1008.0,7.9,235,802,2026-05-14T17:40:49.501455+00:00,OK,partiellement nuageux
openweathermap,2026-05-14 17:41:09.840357+00:00,Tambacounda,TC,13.7707,-13.6673,41.12,43.91,27.0,1005.0,4.12,250,800,2026-05-14T17:41:09.974081+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:41:15.828151+00:00,Kédougou,KD,12.5559,-12.1747,35.7,37.3,41.0,994.4,17.2,254,2,2026-05-14T17:41:20.358449+00:00,OK,
openweathermap,2026-05-14 17:41:20.168944+00:00,Kédougou,KD,12.5559,-12.1747,39.31,46.31,42.0,1007.0,5.66,230,801,2026-05-14T17:41:20.318729+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:41:23.817855+00:00,Kolda,KO,12.8989,-14.9413,37.0,37.6,33.0,1004.4,15.2,251,0,2026-05-14T17:41:28.296050+00:00,OK,
openweathermap,2026-05-14 17:41:28.139861+00:00,Kolda,KO,12.8989,-14.9413,40.05,42.79,29.0,1007.0,5.14,220,800,2026-05-14T17:41:28.335854+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:41:34.549673+00:00,Sédhiou,SD,12.708,-15.5569,35.0,35.7,37.0,1005.9,16.8,246,0,2026-05-14T17:41:39.554883+00:00,OK,
openweathermap,2026-05-14 17:41:39.092375+00:00,Sédhiou,SD,12.708,-15.5569,35.71,35.49,29.0,1008.0,5.85,254,802,2026-05-14T17:41:39.637075+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 17:41:43.885193+00:00,Ziguinchor,ZG,12.5681,-16.2719,30.2,30.2,42.0,1007.6,13.9,266,0,2026-05-14T17:41:48.441495+00:00,OK,
openweathermap,2026-05-14 17:41:48.276808+00:00,Ziguinchor,ZG,12.5681,-16.2719,32.03,35.7,55.0,1010.0,4.12,320,801,2026-05-14T17:41:48.535011+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:41:58.540825+00:00,Saint-Louis,SL,16.0179,-16.4896,23.8,22.1,56.0,1008.9,22.1,333,3,2026-05-14T17:42:03.152466+00:00,OK,
openweathermap,2026-05-14 17:42:02.982371+00:00,Saint-Louis,SL,16.0179,-16.4896,20.39,20.6,81.0,1009.0,6.16,305,801,2026-05-14T17:42:03.117661+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:42:09.486481+00:00,Louga,LG,15.6179,-16.2241,28.5,27.5,43.0,1004.3,17.8,300,2,2026-05-14T17:42:14.243339+00:00,OK,
openweathermap,2026-05-14 17:42:14.093113+00:00,Louga,LG,15.6179,-16.2241,23.8,23.78,59.0,1009.0,7.12,292,804,2026-05-14T17:42:14.199736+00:00,OK,couvert
open-meteo,2026-05-14 17:42:18.649478+00:00,Matam,MT,15.6559,-13.2557,40.2,38.8,19.0,1002.8,14.7,292,0,2026-05-14T17:42:24.366123+00:00,OK,
openweathermap,2026-05-14 17:42:24.284349+00:00,Matam,MT,15.6559,-13.2557,41.03,44.7,29.0,1005.0,4.12,280,800,2026-05-14T17:42:24.921159+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:43:30.588284+00:00,Dakar,DK,14.6928,-17.4467,22.2,21.5,71.0,1009.5,21.2,354,1,2026-05-14T17:43:35.145133+00:00,OK,
openweathermap,2026-05-14 17:43:34.962167+00:00,Dakar,DK,14.6928,-17.4467,22.92,23.38,81.0,1011.0,7.2,320,801,2026-05-14T17:43:35.104229+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:43:38.907537+00:00,Thiès,TH,14.7886,-16.9255,24.9,23.7,54.0,1001.4,19.3,336,3,2026-05-14T17:43:43.797791+00:00,OK,
openweathermap,2026-05-14 17:43:43.631422+00:00,Thiès,TH,14.7886,-16.9255,25.08,25.16,58.0,1010.0,5.96,326,803,2026-05-14T17:43:43.737614+00:00,OK,nuageux
open-meteo,2026-05-14 17:43:49.698411+00:00,Diourbel,DB,14.6554,-16.2322,33.0,32.3,33.0,1007.1,15.3,308,1,2026-05-14T17:43:55.064808+00:00,OK,
openweathermap,2026-05-14 17:43:54.886613+00:00,Diourbel,DB,14.6554,-16.2322,34.09,35.58,40.0,1008.0,3.09,360,800,2026-05-14T17:43:55.116059+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:43:57.922477+00:00,Fatick,FK,14.339,-16.4114,33.8,33.8,34.0,1007.8,12.5,305,1,2026-05-14T17:44:02.789593+00:00,OK,
openweathermap,2026-05-14 17:44:02.672869+00:00,Fatick,FK,14.339,-16.4114,29.81,29.7,42.0,1009.0,5.74,245,802,2026-05-14T17:44:02.857860+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 17:44:09.760489+00:00,Kaolack,KL,14.1652,-16.0726,35.5,35.2,31.0,1007.1,14.6,279,1,2026-05-14T17:44:14.427722+00:00,OK,
openweathermap,2026-05-14 17:44:14.233068+00:00,Kaolack,KL,14.1652,-16.0726,34.97,36.04,36.0,1009.0,5.14,280,800,2026-05-14T17:44:14.357033+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:44:16.745440+00:00,Kaffrine,KF,14.1059,-15.5503,36.0,35.6,31.0,1006.1,16.8,276,1,2026-05-14T17:44:21.474994+00:00,OK,
openweathermap,2026-05-14 17:44:21.297851+00:00,Kaffrine,KF,14.1059,-15.5503,33.93,32.72,27.0,1008.0,7.9,235,802,2026-05-14T17:44:21.513145+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 17:44:27.233005+00:00,Tambacounda,TC,13.7707,-13.6673,39.0,38.5,26.0,1002.8,17.5,241,0,2026-05-14T17:44:31.884403+00:00,OK,
openweathermap,2026-05-14 17:44:31.637625+00:00,Tambacounda,TC,13.7707,-13.6673,41.12,43.91,27.0,1005.0,4.12,250,800,2026-05-14T17:44:31.837812+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:44:35.773752+00:00,Kédougou,KD,12.5559,-12.1747,35.7,37.3,41.0,994.4,17.2,254,2,2026-05-14T17:44:40.210304+00:00,OK,
openweathermap,2026-05-14 17:44:40.120994+00:00,Kédougou,KD,12.5559,-12.1747,39.31,46.31,42.0,1007.0,5.66,230,801,2026-05-14T17:44:40.251804+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:44:47.055579+00:00,Kolda,KO,12.8989,-14.9413,37.0,37.6,33.0,1004.4,15.2,251,0,2026-05-14T17:44:52.684172+00:00,OK,
openweathermap,2026-05-14 17:44:52.465855+00:00,Kolda,KO,12.8989,-14.9413,40.05,42.79,29.0,1007.0,5.14,220,800,2026-05-14T17:44:52.721140+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:44:59.869990+00:00,Sédhiou,SD,12.708,-15.5569,34.7,35.3,38.0,1006.0,16.6,248,0,2026-05-14T17:45:04.661516+00:00,OK,
openweathermap,2026-05-14 17:45:04.472012+00:00,Sédhiou,SD,12.708,-15.5569,35.71,35.49,29.0,1008.0,5.85,254,802,2026-05-14T17:45:04.750337+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 17:45:08.149979+00:00,Ziguinchor,ZG,12.5681,-16.2719,29.8,29.8,43.0,1007.6,13.9,268,1,2026-05-14T17:45:12.974519+00:00,OK,
openweathermap,2026-05-14 17:45:12.838521+00:00,Ziguinchor,ZG,12.5681,-16.2719,32.03,35.7,55.0,1010.0,4.12,320,801,2026-05-14T17:45:13.021807+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:45:19.582716+00:00,Saint-Louis,SL,16.0179,-16.4896,23.5,21.8,57.0,1009.0,22.1,334,3,2026-05-14T17:45:24.325676+00:00,OK,
openweathermap,2026-05-14 17:45:24.167841+00:00,Saint-Louis,SL,16.0179,-16.4896,20.39,20.6,81.0,1009.0,6.16,305,801,2026-05-14T17:45:24.368100+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:45:26.828153+00:00,Louga,LG,15.6179,-16.2241,28.0,26.9,44.0,1004.2,17.5,300,2,2026-05-14T17:45:31.394197+00:00,OK,
openweathermap,2026-05-14 17:45:31.255002+00:00,Louga,LG,15.6179,-16.2241,23.8,23.78,59.0,1009.0,7.12,292,804,2026-05-14T17:45:31.436429+00:00,OK,couvert
open-meteo,2026-05-14 17:45:39.726008+00:00,Matam,MT,15.6559,-13.2557,39.9,38.7,20.0,1002.8,14.2,294,0,2026-05-14T17:45:44.500982+00:00,OK,
openweathermap,2026-05-14 17:45:44.350204+00:00,Matam,MT,15.6559,-13.2557,41.03,44.7,29.0,1005.0,4.12,280,800,2026-05-14T17:45:44.568030+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:46:50.600881+00:00,Dakar,DK,14.6928,-17.4467,22.0,21.4,72.0,1009.5,21.0,353,0,2026-05-14T17:46:56.102195+00:00,OK,
openweathermap,2026-05-14 17:46:55.926999+00:00,Dakar,DK,14.6928,-17.4467,22.92,23.41,82.0,1011.0,7.2,320,801,2026-05-14T17:46:56.039923+00:00,OK,peu nuageux
open-meteo,2026-05-14 17:46:58.496537+00:00,Thiès,TH,14.7886,-16.9255,24.4,23.3,56.0,1001.4,19.2,336,3,2026-05-14T17:47:03.001497+00:00,OK,
openweathermap,2026-05-14 17:47:02.845018+00:00,Thiès,TH,14.7886,-16.9255,25.08,25.16,58.0,1010.0,5.96,326,803,2026-05-14T17:47:03.037421+00:00,OK,nuageux
open-meteo,2026-05-14 17:47:09.643989+00:00,Diourbel,DB,14.6554,-16.2322,32.5,31.8,34.0,1007.2,15.1,308,1,2026-05-14T17:47:14.544212+00:00,OK,
openweathermap,2026-05-14 17:47:14.231417+00:00,Diourbel,DB,14.6554,-16.2322,34.09,35.58,40.0,1008.0,3.09,360,800,2026-05-14T17:47:14.443509+00:00,OK,ciel dégagé
open-meteo,2026-05-14 17:47:21.274097+00:00,Fatick,FK,14.339,-16.4114,33.3,33.2,34.0,1007.9,13.0,309,1,2026-05-14T17:47:26.423724+00:00,OK,
openweathermap,2026-05-14 17:47:26.273173+00:00,Fatick,FK,14.339,-16.4114,29.81,29.7,42.0,1009.0,5.74,245,802,2026-05-14T17:47:26.500594+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 17:47:29.267540+00:00,Kaolack,KL,14.1652,-16.0726,35.2,35.0,32.0,1007.1,14.7,276,1,2026-05-14T17:47:46.527972+00:00,OK,
open-meteo,2026-05-14 17:47:52.404718+00:00,Kaffrine,KF,14.1059,-15.5503,35.8,35.4,31.0,1006.2,16.8,275,1,2026-05-14T17:47:56.934237+00:00,OK,
openweathermap,2026-05-14 17:47:56.793625+00:00,Kaffrine,KF,14.1059,-15.5503,33.93,32.72,27.0,1008.0,7.9,235,802,2026-05-14T17:47:56.984895+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 17:48:00.446307+00:00,Tambacounda,TC,13.7707,-13.6673,38.8,38.3,27.0,1002.8,17.7,241,0,2026-05-14T17:48:05.021040+00:00,OK,
